0.08724 0.00700
0.57183 0.01091
0.79850 0.00309
0.02080 0.02068
0.02471 0.07148
0.13413 0.06171
0.19666 0.04608
0.25919 0.04999
0.32953 0.04217
0.39206 0.05390
0.44678 0.02654
0.50931 0.01873
0.54839 0.07344
0.63046 0.03045
0.68517 0.05781
0.74770 0.03827
0.82195 0.06562
0.88057 0.02263
0.93528 0.03436
0.07942 0.07930
0.09114 0.13206
0.17712 0.10470
0.24356 0.11252
0.30218 0.10080
0.36862 0.09689
0.43114 0.11643
0.48586 0.07735
0.56402 0.13597
0.61873 0.08907
0.67735 0.12815
0.73988 0.09298
0.79069 0.12424
0.85321 0.12034
0.90793 0.08516
0.97436 0.08125
0.03448 0.15355
0.14781 0.15942
0.20643 0.17505
0.26896 0.17114
0.32758 0.18286
0.37839 0.16332
0.45655 0.18677
0.49954 0.13988
0.53862 0.19459
0.62459 0.15551
0.68321 0.19068
0.74183 0.16723
0.81609 0.17896
0.87471 0.19850
0.90988 0.14769
0.97632 0.15160
0.04229 0.22390
0.09701 0.20240
0.15563 0.22194
0.22597 0.22976
0.29632 0.23758
0.35494 0.24539
0.41356 0.21804
0.48781 0.24149
0.56597 0.24930
0.61287 0.21413
0.66758 0.26103
0.73402 0.23367
0.79655 0.22585
0.87080 0.25712
0.94896 0.21022
0.01884 0.28252
0.07356 0.31769
0.10091 0.26884
0.18689 0.28057
0.24551 0.30011
0.30022 0.30792
0.36275 0.30401
0.42528 0.27666
0.51908 0.28838
0.58160 0.31574
0.62850 0.29620
0.69103 0.31965
0.75356 0.29229
0.82000 0.28447
0.88252 0.31183
0.93724 0.27275
0.99977 0.26493
0.06574 0.38413
0.11655 0.37045
0.15172 0.32746
0.21816 0.34700
0.31976 0.36263
0.37057 0.38608
0.41747 0.33528
0.48000 0.33919
0.54252 0.35873
0.60896 0.37436
0.67931 0.37827
0.74574 0.35482
0.81218 0.34309
0.89425 0.36654
0.95678 0.33137
0.99586 0.38218
0.02666 0.38804
0.12827 0.43689
0.18298 0.39781
0.25724 0.38999
0.32367 0.42907
0.39793 0.44861
0.43701 0.39390
0.49172 0.41735
0.55034 0.42126
0.60114 0.44080
0.66367 0.43298
0.73011 0.42516
0.79264 0.41344
0.84735 0.40172
0.93333 0.40953
0.97241 0.44470
0.01494 0.49746
0.07747 0.45838
0.14390 0.49551
0.21034 0.49942
0.21425 0.45252
0.27678 0.46424
0.34321 0.48769
0.40965 0.51114
0.46436 0.47206
0.53080 0.47597
0.64413 0.49160
0.71057 0.48378
0.77310 0.46815
0.83172 0.47988
0.88643 0.45643
0.92551 0.50332
0.08528 0.52482
0.13609 0.56195
0.19471 0.54631
0.24942 0.56976
0.28850 0.51896
0.34712 0.55804
0.40574 0.57367
0.47609 0.52677
0.56988 0.51505
0.63241 0.53850
0.69885 0.54241
0.76528 0.53068
0.82390 0.55413
0.87862 0.53459
0.94505 0.56585
0.98413 0.52287
0.00712 0.62643
0.03838 0.57562
0.08919 0.60103
0.16344 0.61666
0.22206 0.63229
0.30804 0.59321
0.36666 0.63620
0.42919 0.62447
0.48390 0.58149
0.54643 0.57758
0.59333 0.59712
0.65195 0.60884
0.73793 0.58930
0.78092 0.61275
0.85517 0.60493
0.92161 0.62057
0.04620 0.67333
0.10873 0.65574
0.17126 0.68700
0.23770 0.69091
0.28459 0.64792
0.38229 0.69873
0.44091 0.68310
0.50344 0.64402
0.55816 0.65965
0.62069 0.66746
0.70275 0.65183
0.75747 0.67528
0.82781 0.66356
0.89034 0.67137
0.95287 0.69482
0.98804 0.64011
0.05402 0.73585
0.11264 0.71436
0.19862 0.74953
0.26114 0.74562
0.31586 0.70264
0.33931 0.75344
0.46045 0.73390
0.51517 0.71045
0.57770 0.72218
0.60505 0.76126
0.65977 0.70654
0.72229 0.72608
0.80436 0.71827
0.86689 0.72999
0.94115 0.75735
0.05793 0.79448
0.12045 0.76907
0.16735 0.80425
0.24160 0.81206
0.30413 0.80034
0.39402 0.77298
0.44873 0.78861
0.49563 0.82379
0.53471 0.78080
0.64023 0.81988
0.67540 0.76516
0.72620 0.79252
0.80046 0.77689
0.86298 0.78471
0.92942 0.81597
0.99195 0.80815
0.03057 0.86091
0.10482 0.84333
0.17517 0.85896
0.22988 0.87850
0.29241 0.86287
0.35103 0.83551
0.42137 0.84723
0.52298 0.88631
0.57379 0.83160
0.59724 0.88241
0.68712 0.85114
0.74965 0.87459
0.77701 0.82769
0.83954 0.83942
0.90597 0.86677
0.98023 0.87068
0.00321 0.92344
0.08137 0.89999
0.13999 0.90195
0.17907 0.94494
0.27287 0.92930
0.33149 0.92149
0.37448 0.89413
0.43310 0.92540
0.47218 0.89022
0.58551 0.94103
0.64804 0.91758
0.70666 0.90976
0.76919 0.94884
0.80827 0.89804
0.85908 0.90585
0.91379 0.93712
0.96850 0.93321
0.01103 0.98597
0.06965 0.95471
0.12436 0.97620
0.23379 0.95666
0.31195 0.99183
0.38620 0.96057
0.45264 0.98402
0.51126 0.95275
0.56206 0.98792
0.63632 0.99965
0.69494 0.96838
0.83563 0.96448
0.89816 0.99574
