0.00790 0.01376
0.02157 0.00400
0.04013 0.00204
0.05478 0.01279
0.07529 0.00107
0.08603 0.01474
0.09775 0.00693
0.12118 0.00595
0.13876 0.01181
0.14755 0.00009
0.16708 0.00497
0.18466 0.00986
0.19931 0.00302
0.21493 0.00888
0.23154 0.01083
0.24911 0.00790
0.26474 0.00058
0.27353 0.01230
0.28720 0.00546
0.30282 0.00839
0.31650 0.01523
0.33310 0.01425
0.34872 0.00156
0.37314 0.00351
0.38876 0.01132
0.40341 0.00644
0.41904 0.00253
0.43564 0.00937
0.45029 0.01327
0.46591 0.00449
0.48056 0.01034
0.49423 0.00741
0.50888 0.00033
0.52157 0.01010
0.53329 0.01303
0.55478 0.00619
0.56845 0.00229
0.58212 0.01401
0.59482 0.00424
0.61240 0.00912
0.62802 0.00815
0.64462 0.01205
0.66415 0.00131
0.68466 0.01108
0.70029 0.00717
0.70517 0.01498
0.73154 0.00522
0.74521 0.00326
0.76181 0.00375
0.77743 0.00180
0.78134 0.01547
0.80868 0.00766
0.82626 0.00668
0.83798 0.01449
0.85849 0.01059
0.87216 0.01352
0.87900 0.00082
0.89072 0.01157
0.91611 0.00278
0.93173 0.00961
0.94638 0.00571
0.96298 0.01254
0.97568 0.00473
0.99618 0.00864
0.01279 0.02939
0.02548 0.01962
0.04111 0.01865
0.06064 0.03036
0.06943 0.01669
0.08212 0.02841
0.09970 0.02646
0.11044 0.01767
0.12900 0.02255
0.15341 0.01572
0.15634 0.02743
0.17587 0.02157
0.19052 0.02548
0.20517 0.02060
0.22079 0.02450
0.23837 0.02353
0.25790 0.01913
0.27060 0.02988
0.28427 0.02695
0.29794 0.02206
0.32138 0.02792
0.34091 0.03085
0.34775 0.01718
0.36337 0.01620
0.37900 0.02011
0.40243 0.02402
0.41708 0.01816
0.43271 0.02304
0.45224 0.02890
0.46493 0.02109
0.47861 0.02597
0.49325 0.02499
0.50595 0.01791
0.51962 0.02670
0.54501 0.01889
0.55282 0.03061
0.56357 0.02182
0.57822 0.02963
0.60068 0.02084
0.61630 0.02377
0.63290 0.02475
0.64950 0.02866
0.65927 0.01596
0.67490 0.01987
0.69247 0.02768
0.71689 0.01694
0.72958 0.02573
0.74325 0.02280
0.75595 0.01840
0.76962 0.02328
0.79501 0.01742
0.80380 0.03110
0.81552 0.02133
0.82919 0.02914
0.84872 0.02231
0.87314 0.03012
0.88876 0.02621
0.90341 0.01645
0.90634 0.02817
0.92197 0.02035
0.94150 0.02426
0.95615 0.02524
0.97275 0.02719
0.98544 0.01938
0.00302 0.03818
0.02841 0.03622
0.04404 0.03134
0.04794 0.04599
0.06357 0.04404
0.07919 0.04306
0.09579 0.04208
0.11630 0.03329
0.13486 0.03427
0.14560 0.04501
0.16513 0.03232
0.17782 0.04013
0.19345 0.04111
0.21298 0.03525
0.23056 0.03915
0.24521 0.03720
0.25986 0.03769
0.28036 0.04355
0.29599 0.04257
0.30771 0.03281
0.31552 0.04550
0.33212 0.04062
0.35751 0.03183
0.37216 0.03574
0.38779 0.03378
0.40439 0.03964
0.41806 0.03476
0.42880 0.04648
0.43857 0.03671
0.45419 0.04452
0.46884 0.03866
0.48447 0.04159
0.50107 0.03744
0.51767 0.04135
0.53427 0.03256
0.54794 0.04526
0.56650 0.04037
0.59286 0.03158
0.60751 0.04233
0.62021 0.03647
0.63583 0.03842
0.65146 0.04623
0.66318 0.03354
0.67782 0.03549
0.68954 0.04428
0.70615 0.04330
0.71884 0.03451
0.73447 0.03940
0.75302 0.03598
0.77060 0.03793
0.78720 0.03207
0.79892 0.04672
0.81454 0.04086
0.83017 0.04574
0.84384 0.03696
0.85947 0.03305
0.88681 0.04184
0.90146 0.04379
0.91708 0.03891
0.93075 0.03403
0.94443 0.04282
0.96005 0.03989
0.97470 0.04477
0.98837 0.03500
0.01083 0.05087
0.02743 0.04892
0.03915 0.05966
0.05673 0.06161
0.07040 0.05868
0.08700 0.05478
0.10751 0.05185
0.12314 0.04697
0.13290 0.05673
0.14950 0.06064
